"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Hydrostation S (BERM)                                                                     "
"                                                                                           "
" Time-series data for inorganic carbon chemistry (DIC, ALK, d13C-DIC) from discrete bottle "
" samples from surface seawater. Each row designates the average of one or two bottles      "
" from a specific depth and time and date. Data have been screened to remove contaminated   "
" samples and outliers.                                                                     "
"                                                                                           "
" Carbon measurements include total dissolved inorganic carbon (DIC), the reduced isotope   "
" ratio 13C/12C of DIC (d13C-DIC), and alkalinity (ALK). Salinity measurements are based on "
" bottle seawater. Temperature measured with CTD hydrocast.                                 "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" Lueker, T.J., C.D. Keeling, P.R. Guenther, M. Whalen, and W.G. Mook. Inorganic Carbon     "
" Variations in Surface Ocean Water near Bermuda. UC San Diego: Scripps Institution of      "
" Oceanography. https://escholarship.org/uc/item/8742p2nb, 1998.                            "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Column 1: Station identifier                                                              "
" Column 2: Sample Date: Year-month-day                                                     "
" Column 3: Sample Date: Excel format                                                       "
" Column 4: Sample Date: Decimal date                                                       "
" Column 5: Depth (m)                                                                       "
" Column 6: Salinity                                                                        "
" Column 7: Temperature (deg C)                                                             "
" Column 8: d13C-DIC (per mil)                                                              "
" Column 9: DIC (micro mol/kg)                                                              "
" Column 10: ALK (micro mol/kg                                                              "
"                                                                                           "
Station, Sample,  Excel, Decimal, Depth,   Salinity,    Temp, d13C-DIC,  DIC,   ALK
       , Date  ,  Date , Date   ,      ,           ,        ,         ,     ,
BERM, 2007-02-08, 39121, 2007.1041,  10,      36.661,   19.87, 0.936,  2073.6, 2397.425
BERM, 2007-02-20, 39133, 2007.1370,  10,      36.669,   19.83, 0.904, 2077.27,  2399.31
BERM, 2007-03-19, 39160, 2007.2110,  10,      36.678,   19.41, 0.925,  2078.6,   2397.4
BERM, 2007-03-19, 39160, 2007.2110,  10,      36.678,   19.41,   NaN,  2078.6,   2397.4
BERM, 2007-04-13, 39185, 2007.2795,  10,        36.7,      20, 0.938, 2075.92, 2398.705
BERM, 2007-05-30, 39232, 2007.4082,  10,      36.746,    21.6, 0.942, 2074.46, 2400.385
BERM, 2007-06-18, 39251, 2007.4603,  10,      36.606,    23.2, 0.967, 2064.16, 2395.635
BERM, 2007-06-18, 39251, 2007.4603,   1,      36.622,   23.74,   NaN, 2064.38, 2394.345
BERM, 2007-07-24, 39287, 2007.5589,  10,      36.565,   26.61, 1.003, 2053.86,  2392.49
BERM, 2007-08-12, 39306, 2007.6110,  10,      36.304,   27.13,  1.04, 2036.21,  2377.15
BERM, 2007-08-17, 39311, 2007.6247,   1,      36.457,   27.68,   NaN, 2044.15,  2385.34
BERM, 2007-09-11, 39336, 2007.6932,   1,      36.325,   27.38,   NaN,  2028.2,      NaN
BERM, 2007-09-11, 39336, 2007.6932,  10,       36.32,   27.23,   NaN, 2027.77,  2373.76
BERM, 2007-10-04, 39359, 2007.7562,  10,      36.377,   26.86, 1.185, 2025.66,  2381.69
BERM, 2007-11-17, 39403, 2007.8767,  10,      36.451,   24.41, 1.059, 2036.14,  2384.14
BERM, 2007-12-05, 39421, 2007.9260,  10,      36.602,   22.64, 1.014,  2051.5,   2394.5
BERM, 2008-02-15, 39493, 2008.1230,  10,      36.685,    20.4, 0.924, 2072.41,  2400.96
BERM, 2008-03-14, 39521, 2008.1995,  10,      36.669,   20.08, 0.909, 2077.72,  2396.66
BERM, 2008-04-29, 39567, 2008.3251,  10,      36.729,   21.09, 0.955, 2074.11,  2397.03
BERM, 2008-06-01, 39600, 2008.4153,  10,      36.461,   21.27, 0.971, 2062.18, 2381.305
BERM, 2008-06-21, 39620, 2008.4699,  10,      36.564,   24.34, 0.939, 2066.45,  2390.91
BERM, 2008-07-15, 39644, 2008.5355,  10,      36.524,   24.47, 0.972, 2058.82,  2389.67
BERM, 2008-08-11, 39671, 2008.6093,  10,       36.54,   27.04, 0.813, 2055.07, 2388.205
BERM, 2008-09-09, 39700, 2008.6885,  10,      36.467,    28.1, 0.977, 2042.19,  2381.26
BERM, 2008-11-12, 39764, 2008.8634,  10,      36.808,   24.34, 1.071, 2053.06,  2406.12
BERM, 2009-02-07, 39851, 2009.1014,  10,       36.57,   19.85, 0.841, 2075.45,  2389.87
BERM, 2009-03-16, 39888, 2009.2027,  10,      36.626,   19.89, 0.926, 2073.29, 2392.885
BERM, 2009-05-15, 39948, 2009.3671,  10,      36.865,   22.27, 0.925, 2080.82,   2409.3
BERM, 2009-06-02, 39966, 2009.4164,  10,      36.819,   23.38,   NaN, 2079.25,  2405.04
BERM, 2009-07-13, 40007, 2009.5288,  10,      36.395,   26.47, 0.888, 2047.53,  2378.62
BERM, 2009-08-13, 40038, 2009.6137,  10,      36.301,   28.22, 0.928, 2030.83,  2373.65
BERM, 2009-09-09, 40065, 2009.6877,   1,         NaN,     NaN, 0.924,     NaN,      NaN
BERM, 2009-09-09, 40065, 2009.6877,  10,       36.44,   28.19, 0.983, 2037.36,  2381.11
BERM, 2009-10-10, 40096, 2009.7726,   1,      36.292,   26.95, 1.036, 2027.36,  2374.16
BERM, 2009-10-10, 40096, 2009.7726,  10,      36.296,   26.95, 1.049, 2026.36,  2375.95
BERM, 2009-11-10, 40127, 2009.8575,  10,      36.682,   24.66, 0.947, 2049.76,  2400.13
BERM, 2009-12-07, 40154, 2009.9315,  11,      36.542,   23.08, 0.939, 2052.38,  2389.98
BERM, 2010-02-02, 40211, 2010.0877,  11,      36.632,   19.23, 0.857, 2076.18,  2395.23
BERM, 2010-02-22, 40231, 2010.1425,  10,      36.602,    18.5, 0.726, 2090.71,  2393.08
BERM, 2010-03-23, 40260, 2010.2219,  10,      36.611,   18.98, 0.824, 2083.41,  2392.55
BERM, 2010-04-20, 40288, 2010.2986,  10,      36.616,   18.75, 0.892, 2081.05,  2395.34
BERM, 2010-05-10, 40308, 2010.3534,  10,      36.647,   19.83,   NaN, 2076.24, 2395.995
BERM, 2010-06-24, 40353, 2010.4767,  10,      36.808,   25.92, 0.885, 2068.65,  2407.08
BERM, 2010-07-27, 40386, 2010.5671,  10,       36.76,   28.33,  0.91, 2063.87,  2401.91
BERM, 2010-08-19, 40409, 2010.6301,  10,      36.692,   28.89, 0.978, 2050.08,  2399.61
BERM, 2010-09-03, 40424, 2010.6712,  10,    36.20785,  27.644,  1.08, 2021.75, 2370.545
BERM, 2010-10-09, 40460, 2010.7699,  10,     36.4922,    24.7, 0.996, 2045.96,  2382.67
BERM, 2010-11-13, 40495, 2010.8658,  10,     36.5683,  23.819, 0.932, 2052.75,  2389.38
BERM, 2010-12-10, 40522, 2010.9397,  10,     36.6281,  22.024, 0.873, 2065.07,  2391.18
BERM, 2011-03-04, 40606, 2011.1699,  10,    36.64505,  18.927, 0.743, 2087.29,  2389.63
BERM, 2011-03-25, 40627, 2011.2274,  10,     36.6827,    18.8,   NaN, 2086.75, 2395.315
BERM, 2011-04-26, 40659, 2011.3151,  10,     36.6811,    21.2, 0.844, 2086.16,   2396.8
BERM, 2011-05-16, 40679, 2011.3699,  10,     36.8237,    21.3, 0.853, 2088.16,  2405.69
BERM, 2011-06-14, 40708, 2011.4493,  10,     36.6859,    22.3, 0.873,  2078.2,  2405.62
BERM, 2011-07-11, 40735, 2011.5233,  10,      36.586,    27.2, 0.917, 2057.83,  2384.85
BERM, 2011-08-17, 40772, 2011.6247,  10,      36.454,    27.6, 0.947, 2044.66,  2387.22
BERM, 2011-09-16, 40802, 2011.7068,  10,      36.512,    27.2, 0.973, 2044.14,  2391.62
BERM, 2011-11-05, 40852, 2011.8438,  10,      36.341,    25.2, 0.964, 2038.74,  2384.17
BERM, 2011-11-16, 40863, 2011.8740,  10,      36.228,    24.4, 1.009, 2027.51,  2375.57
BERM, 2011-12-02, 40879, 2011.9178,  10,      36.636,    22.7, 0.945,  2055.7,  2400.76
BERM, 2012-01-28, 40936, 2012.0738,  10,      36.477,    20.8, 0.834, 2068.69, 2391.075
BERM, 2012-03-11, 40979, 2012.1913,  10,      36.544,    19.2, 0.769, 2077.96,  2398.54
BERM, 2012-03-28, 40996, 2012.2377,  10,     36.6638,    20.1, 0.695, 2084.04,      NaN
BERM, 2012-05-18, 41047, 2012.3770,  10,     36.6246,    21.5, 0.794, 2079.48,      NaN
BERM, 2012-06-17, 41077, 2012.4590,  10,       36.64,    23.6, 0.703, 2073.91,      NaN
BERM, 2012-07-11, 41101, 2012.5246,  10,         NaN, 25.1307, 0.705, 2057.64,      NaN
BERM, 2012-07-11, 41101, 2012.5246,  10,         NaN,     NaN, 0.747, 2055.88,      NaN
BERM, 2012-08-20, 41141, 2012.6339,  10,         NaN, 28.2551, 0.843, 2306.49,      NaN
BERM, 2012-09-11, 41163, 2012.6940,  10,         NaN, 27.8572, 0.823, 2056.12,      NaN
BERM, 2012-09-11, 41163, 2012.6940,  10,         NaN,     NaN, 0.813, 2058.71,      NaN
BERM, 2012-10-22, 41204, 2012.8060,  10,         NaN,     NaN,   NaN, 2035.65,   2374.6
BERM, 2012-11-18, 41231, 2012.8798,  10,     36.2927,     NaN, 0.914, 2042.07,  2378.71
BERM, 2012-12-10, 41253, 2012.9399,  10,     36.4232,     NaN, 0.871, 2053.85,  2383.18
BERM, 2013-01-21, 41295, 2013.0548,  10,     36.5235, 20.3952, 0.709, 2078.16, 2378.785
BERM, 2013-02-11, 41316, 2013.1123,  10,     36.5474,     NaN, 0.762, 2077.47, 2392.755
BERM, 2013-03-15, 41348, 2013.2000,  10,     36.5519,     NaN, 0.684, 2089.28, 2385.075
BERM, 2013-06-14, 41439, 2013.4493,  10,     36.6775,     NaN, 0.788, 2075.81, 2399.625
BERM, 2013-07-04, 41459, 2013.5041,  10,     36.6822, 26.8462, 0.784, 2078.44,  2416.34
BERM, 2013-07-04, 41459, 2013.5041,  10,     36.6715,     NaN, 0.794, 2046.02,  2399.55
BERM, 2013-08-01, 41487, 2013.5808,  10,     36.6064,     NaN, 0.838, 2058.51, 2394.185
BERM, 2013-09-16, 41533, 2013.7068,  10,     36.2998,     NaN, 0.931, 2035.06, 2374.765
BERM, 2013-10-18, 41565, 2013.7945,  10,     36.1468, 26.0023, 0.936, 2022.27, 2362.425
BERM, 2013-11-19, 41597, 2013.8822,  10,     36.3229, 23.3787, 0.885, 2044.97,  2379.16
BERM, 2013-12-13, 41621, 2013.9479,  10,     36.4846, 22.2539, 0.852, 2056.42, 2387.295
BERM, 2014-03-05, 41703, 2014.1726,  10, 36.46276667,     NaN, 0.629, 2078.25, 2384.195
BERM, 2014-04-10, 41739, 2014.2712,  10, 36.67780833,     NaN, 0.721, 2077.92,  2401.46
BERM, 2014-04-28, 41757, 2014.3205,  10, 36.63336667,     NaN,  0.77, 2076.54,  2395.91
BERM, 2014-06-11, 41801, 2014.4411,  10,      36.635,     NaN,  0.78,  2074.2,  2392.27
BERM, 2014-08-19, 41870, 2014.6301,  10,     36.2462,     NaN, 0.959, 2023.02, 2369.775
BERM, 2014-09-12, 41894, 2014.6959,  10,    36.28535,     NaN,  0.86, 2032.16,  2373.41
BERM, 2014-10-26, 41938, 2014.8164,  10,     36.4467,     NaN, 0.819, 2055.29,  2384.97
BERM, 2014-12-09, 41982, 2014.9370,  10,     36.6401, 23.2833, 0.813, 2058.32,  2391.46
BERM, 2015-02-01, 42036, 2015.0849,  10, 36.57718333,     NaN, 0.688, 2077.93,  2392.36
BERM, 2015-03-12, 42075, 2015.1918,  10, 36.54121667,     NaN, 0.688,  2081.3, 2384.095
BERM, 2015-05-11, 42135, 2015.3562,  10,         NaN,     NaN, 0.742, 2076.06,      NaN
BERM, 2015-06-26, 42181, 2015.4822,  10,       36.64, 26.6914, 0.714, 2072.68,   2399.2
BERM, 2015-07-14, 42199, 2015.5315,  10,      36.655, 27.7211, 0.735, 2067.15,  2396.33
BERM, 2015-09-15, 42262, 2015.7041,  10,       36.29, 27.8452, 0.833, 2033.37,   2373.3
BERM, 2015-09-15, 42262, 2015.7041,  10,      36.288,     NaN, 0.805, 2034.15,  2369.61
BERM, 2015-12-01, 42339, 2015.9151,  10,      36.551, 23.1685, 0.782, 2061.19,  2393.11
BERM, 2015-12-15, 42353, 2015.9534,  10,      36.526, 23.0808, 0.586, 2071.44,  2373.65
BERM, 2016-06-13, 42534, 2016.4481,  10,     36.5021, 24.2777, 0.713, 2069.92,   2384.3
BERM, 2016-07-21, 42572, 2016.5519,  10,     36.2891, 27.2163, 0.836, 2040.28,  2372.57
BERM, 2016-07-21, 42572, 2016.5519,  10,     36.2894,     NaN, 0.804, 2040.39, 2372.175
BERM, 2016-08-16, 42598, 2016.6230,  10,     36.4654,     NaN, 0.787, 2045.22, 2373.445
BERM, 2016-09-19, 42632, 2016.7158,  10,       36.51, 29.0707, 0.799,    2047,  2386.31
BERM, 2016-10-18, 42661, 2016.7951,  10,         NaN,  25.186, 0.795, 2053.02,      NaN
BERM, 2016-11-18, 42692, 2016.8798,  10,      36.624,     NaN, 0.759, 2064.62,  2392.37
BERM, 2016-12-12, 42716, 2016.9454,   5,      36.686,     NaN, 0.712, 2074.74,  2385.76
BERM, 2017-01-06, 42741, 2017.0137,  10,      36.618,     NaN, 0.732, 2072.39,   2385.5
BERM, 2017-02-15, 42781, 2017.1233,  10,      36.728,     NaN, 0.648,  2082.9,  2400.89
BERM, 2017-04-09, 42834, 2017.2685,  10,      36.687,     NaN, 0.632, 2089.45,  2394.62
