Station, Sample,  Excel,Date, Depth,   Salinity,    Temp, d13C-DIC,  DIC,   ALK
BATS, 2004-06-15,38153,2004.4536,1,36.628,24.26,   NaN,2061.6,2391.07
BATS, 2004-06-15,38153,2004.4536,10,36.619,24.26,1.04,2063.84,      NaN
BATS, 2004-07-14,38182,2004.5328,1,36.657,27.12,   NaN,2054.68,2392.01
BATS, 2004-07-14,38182,2004.5328,10,36.647,27.03,1.049,2054.6,2392.51
BATS, 2004-08-17,38216,2004.6257,1,36.848,27.99,   NaN,2049.36,2404.83
BATS, 2004-08-17,38216,2004.6257,10,36.888,27.84,1.09,2052.99,2410.72
BATS, 2004-09-14,38244,2004.7022,1,36.591,27.13,   NaN,2041.34,2390.78
BATS, 2004-09-14,38244,2004.7022,10,36.614,28.69,1.122,2041.65,2393.38
BATS, 2004-10-13,38273,2004.7814,1,36.618,25.76,   NaN,2041.12,2391.97
BATS, 2004-10-13,38273,2004.7814,10,36.62,25.75,1.156,2041.7,2390.3
BATS, 2004-12-08,38329,2004.9344,1,36.75,23.01,   NaN,2053.76,2399.58
BATS, 2004-12-08,38329,2004.9344,10,36.76,23,1.122,2054.74,2398.88
BATS, 2005-01-27,38379,2005.0712,1,36.884,20.93,   NaN,2075.34,2407.18
BATS, 2005-01-27,38379,2005.0712,10,36.884,20.93,1.062,2074.04,2407.04
BATS, 2005-02-24,38407,2005.1479,1,36.756,19.78,   NaN,2081.07,2399.64
BATS, 2005-02-24,38407,2005.1479,10,36.758,19.78,0.97,2079.34,2397.49
BATS, 2005-03-21,38432,2005.2164,1,36.73,19.49,   NaN,2080.58,2398.16
BATS, 2005-03-21,38432,2005.2164,10,36.737,19.5,0.966,2080.1,2396.22
BATS, 2005-04-19,38461,2005.2959,1,36.662,19.87,   NaN,2067.71,2393.85
BATS, 2005-04-19,38461,2005.2959,10,36.662,19.86,1.094,2067.73,2392.7
BATS, 2005-05-17,38489,2005.3726,1,36.8,21.24,   NaN,2078.04,2402.12
BATS, 2005-05-17,38489,2005.3726,10,36.805,21.17,1.023,2078.27,2402.17
BATS, 2005-06-14,38517,2005.4493,1,36.792,24.09,   NaN,2075.47,2401.21
BATS, 2005-06-14,38517,2005.4493,10,36.789,23.92,1.006,2075.15,2399.63
BATS, 2005-07-19,38552,2005.5452,1,36.831,27.91,   NaN,2060.18,2404.56
BATS, 2005-07-19,38552,2005.5452,10,36.818,27.79,1.058,2058.74,2403.07
BATS, 2005-08-09,38573,2005.6027,1,36.701,26.96,   NaN,2058.56,2395.64
BATS, 2005-08-09,38573,2005.6027,10,36.695,26.71,1.064,2058.32,2394.23
BATS, 2005-09-06,38601,2005.6795,1,36.326,28.13,   NaN,2027.02,2372.6
BATS, 2005-09-06,38601,2005.6795,10,36.333,28.13,1.138,2027.02,2373.94
BATS, 2006-12-31,39082,2006.9973,10,36.68,20.2,0.904,2073.085,2398.2
BATS, 2007-01-31,39113,2007.0822,10,36.68,19.74,0.932,2077.28,2395.32
BATS, 2007-02-28,39141,2007.1589,10,36.69,19.49,0.922,2078.047,2398.005
BATS, 2007-03-31,39172,2007.2438,10,36.75,20.39,0.959,2073.615,2402.38
BATS, 2007-04-30,39202,2007.326,10,36.76,21.42,0.981,2074.885,2402.79
BATS, 2007-05-31,39233,2007.411,10,36.6,23.5,0.961,2065.085,2391.765
BATS, 2007-06-18,39251,2007.4603,1,36.5893,     NaN,   NaN,     NaN,2381.18
BATS, 2007-07-19,39282,2007.5452,10,36.557,26.61,0.978,2055.15,2390.09
BATS, 2007-08-17,39311,2007.6247,10,36.463,27.6,0.988,2043.93,2380.31
BATS, 2007-09-08,39333,2007.6849,10,36.292,26.77,1.112,2025.87,2368.49
BATS, 2007-10-06,39361,2007.7616,10,36.44,26.75,1.069,2031.82,2382.945
BATS, 2007-11-14,39400,2007.8685,10,36.488,24.21,1.082,2039.14,2384.44
BATS, 2007-12-06,39422,2007.9288,10,36.599,22.74,0.966,2052.16,2391.495
BATS, 2008-02-12,39490,2008.1148,10,36.699,20.79,0.966,2069.01,2398.01
BATS, 2008-03-13,39520,2008.1967,10,36.732,20.75,0.928,2073.41,2400.61
BATS, 2008-04-15,39553,2008.2869,10,36.762,21.36,0.943,2071.16,2405.765
BATS, 2008-05-30,39598,2008.4098,10,36.543,21.32,0.925,2072.13,2388.2
BATS, 2008-06-22,39621,2008.4727,10,36.649,24.38,0.923,2074.04,2395.56
BATS, 2008-07-15,39644,2008.5355,10,36.524,24.47,   NaN,2058.82,2389.67
BATS, 2008-07-18,39647,2008.5437,10,36.539,24.93,0.968,2061.23,2388.47
BATS, 2008-08-14,39674,2008.6175,10,36.466,27,0.973,2049.01,2383.51
BATS, 2008-09-12,39703,2008.6967,10,36.341,28.22,1.059,2030.85,2375.9
BATS, 2008-10-09,39730,2008.7705,1,         NaN,     NaN,   NaN,     NaN,2387.95
BATS, 2008-10-09,39730,2008.7705,10,36.544,26.85,1.013,2040.02,2386.08
BATS, 2008-11-10,39762,2008.8579,10,36.789,24.23,1.025,2051.85,2403.71
BATS, 2008-12-16,39798,2008.9563,10,36.61,     NaN,0.949,2061.7,      NaN
BATS, 2009-02-07,39851,2009.1014,10,36.686,20.54,0.891,2075.19,      NaN
BATS, 2009-03-19,39891,2009.211,10,36.626,19.75,0.858,2078.56,2392.36
BATS, 2009-04-15,39918,2009.2849,10,36.838,20.94,0.889,2077.58,2406.19
BATS, 2009-06-11,39975,2009.4411,10,36.704,24.82,0.885,2072.85,2398.3
BATS, 2009-07-15,40009,2009.5342,10,36.251,26.78,   NaN,2048.39,2370.82
BATS, 2009-08-15,40040,2009.6192,10,36.344,28.56,0.985,2031.42,2373.82
BATS, 2009-09-12,40068,2009.6959,1,36.396,28.32,   NaN,2034.73,2380.88
BATS, 2009-09-12,40068,2009.6959,10,36.432,28.15,0.985,2036.65,2380.01
BATS, 2009-10-08,40094,2009.7671,1,36.424,26.9,   NaN,2034.22,2379.79
BATS, 2009-10-08,40094,2009.7671,10,36.425,26.9,   NaN,2032.8,2380.97
BATS, 2009-11-08,40125,2009.8521,10,36.354,24.75,0.996,2034.6,2378.57
BATS, 2009-12-08,40155,2009.9342,10,36.521,22.92,0.945,2053.36,2387.46
BATS, 2010-02-05,40214,2010.0959,10,36.625,19.11,0.776,2086.15,2393.84
BATS, 2010-02-24,40233,2010.1479,10,36.644,18.96,0.751,2089.12,2395.17
BATS, 2010-03-25,40262,2010.2274,10,36.61,18.89,0.834,2073.58,2389.84
BATS, 2010-04-22,40290,2010.3041,10,36.739,20.15,0.819,2080.83,2403.08
BATS, 2010-05-14,40312,2010.3644,10,36.673,20.29,0.894,2081.22,2398.255
BATS, 2010-06-23,40352,2010.474,10,36.704,24.45,0.905,2077.1,2399.245
BATS, 2010-07-24,40383,2010.5589,10,36.909,28.47,0.947,2067.55,2414.14
BATS, 2010-08-21,40411,2010.6356,10,36.663,28.72,0.957,2046.67,2397.98
BATS, 2010-09-06,40427,2010.6795,10,36.2109,27.774,1.055,2023.74,2372.685
BATS, 2010-10-07,40458,2010.7644,10,36.5091,26,0.963,2048.25,2384.885
BATS, 2010-11-11,40493,2010.8603,10,36.7937,24.241,0.896,2063.01,2402.805
BATS, 2010-12-09,40521,2010.937,10,36.6418,22.196,0.908,2064.15,2396.745
BATS, 2011-03-06,40608,2011.1753,10,36.6622,18.923,0.724,2091.01,2391.515
BATS, 2011-03-27,40629,2011.2329,10,36.68065,19.2,0.769,2088.37,2392.725
BATS, 2011-04-27,40660,2011.3178,10,36.7295,20.6,0.801,2089.36,2404.15
BATS, 2011-05-18,40681,2011.3753,10,36.8178,20.9,0.865,2088.7,2405.65
BATS, 2011-06-16,40710,2011.4548,10,36.7971,23.6,0.868,2070.55,2398.99
BATS, 2011-07-07,40731,2011.5123,10,36.879,26.2,0.882,2076.77,2410.22
BATS, 2011-08-19,40774,2011.6301,10,36.693,27.8,0.903,2057.96,2400.61
BATS, 2011-09-13,40799,2011.6986,10,36.692,27.7,0.947,2051.61,2405.22
BATS, 2011-09-16,40802,2011.7068,10,36.165,27.2,0.973,2024.45,2373.76
BATS, 2011-11-18,40865,2011.8795,10,36.464,24.2,0.958,2046.43,2392.13
BATS, 2011-12-09,40886,2011.937,10,36.606,22.4,0.888,2058.76,2399.42
BATS, 2012-01-30,40938,2012.0792,10,36.436,21,   NaN,2064.86,2391.88
BATS, 2012-02-10,40949,2012.1093,10,36.535,20.5,0.816,2070.63,2397.08
BATS, 2012-03-09,40977,2012.1858,10,36.582,20.3,0.781,2076.69,2392.22
BATS, 2012-04-12,41011,2012.2787,10,36.6698,20.6,0.75,2081.55,      NaN
BATS, 2012-05-20,41049,2012.3825,10,36.5451,21.4,   NaN,     NaN,      NaN
BATS, 2012-06-19,41079,2012.4645,10,36.345,23.05,0.837,2056.1,2377.49
BATS, 2012-07-13,41103,2012.5301,10,         NaN,26.8344,0.816,2058.63,      NaN
BATS, 2012-08-21,41142,2012.6366,10,         NaN,28.6295,0.747,2046.33,      NaN
BATS, 2012-08-21,41142,2012.6366,10,         NaN,     NaN,0.831,2040.83,      NaN
BATS, 2012-09-13,41165,2012.6995,10,         NaN,27.4388,0.851,2044.96,      NaN
BATS, 2012-10-20,41202,2012.8005,10,         NaN,     NaN,0.828,2043.56,2382.41
BATS, 2012-11-15,41228,2012.8716,10,36.2633,     NaN,0.847,2044.11,2352.67
BATS, 2012-12-12,41255,2012.9454,10,36.43,22.5364,0.867,2054.69,2387.01
BATS, 2013-01-23,41297,2013.0603,10,36.5705,21.0504,0.714,2077.14,2387.31
BATS, 2013-02-13,41318,2013.1178,10,36.5712,19.6909,0.723,2081.53,2393.02
BATS, 2013-03-13,41346,2013.1945,10,36.5734,     NaN,0.641,2093.37,2374.085
BATS, 2013-05-16,41410,2013.3699,10,36.6378,21.347,0.745,2080.13,2396.775
BATS, 2013-07-06,41461,2013.5096,10,36.7522,26.97,0.737,2080.31,2388.37
BATS, 2013-08-03,41489,2013.5863,10,36.5894,     NaN,0.88,2054.6,2396.445
BATS, 2013-09-18,41535,2013.7123,10,36.4901,     NaN,0.854,2045.71,2386.58
BATS, 2013-10-20,41567,2013.8,10,36.1546,     NaN,0.956,2025.38,2367.935
BATS, 2013-11-15,41593,2013.8712,10,36.3327,23.7182,0.878,2043.81,2379.89
BATS, 2013-12-10,41618,2013.9397,10,36.4888,22.5421,0.874,2054.77,2390.125
BATS, 2014-03-06,41704,2014.1753,10,36.462025,     NaN,0.778,2066.24,2389.13
BATS, 2014-04-12,41741,2014.2767,10,36.54523333,     NaN,0.777,2072.7,2391.655
BATS, 2014-04-30,41759,2014.326,10,36.6259,     NaN,0.752,2075.73,2397.575
BATS, 2014-06-13,41803,2014.4466,10,36.5479,     NaN,0.775,2066.96,2390.48
BATS, 2014-08-22,41873,2014.6384,10,         NaN,     NaN,0.908,2032.35,2375.42
BATS, 2014-09-14,41896,2014.7014,10,36.4438,27.9537,0.83,2044.6,2383.35
BATS, 2014-10-29,41941,2014.8247,10,36.3428,24.4056,0.828,2049.31,2377.21
BATS, 2014-11-21,41964,2014.8877,10,36.4997,     NaN,0.825,2051.38,2384.635
BATS, 2014-12-11,41984,2014.9425,10,36.6061,     NaN,0.831,2058.47,2395.605
BATS, 2015-02-04,42039,2015.0932,10,36.5214,20.9024,0.714,2072.21,2389.66
BATS, 2015-03-13,42076,2015.1945,10,         NaN,20.006,0.649,     NaN,      NaN
BATS, 2015-04-09,42103,2015.2685,10,         NaN,21.4361,0.591,2085.05,      NaN
BATS, 2015-05-13,42137,2015.3616,10,         NaN,22.1008,0.646,2078.44,      NaN
BATS, 2015-06-24,42179,2015.4767,10,36.627,26.5466,0.724,2074.23,2398.57
BATS, 2015-07-17,42202,2015.5397,10,         NaN,27.6776,0.89,2043.27,      NaN
BATS, 2015-09-13,42260,2015.6986,10,36.322,28.1976,0.83,2034.46,2379.62
BATS, 2015-11-29,42337,2015.9096,10,36.493,23.4446,0.797,2057.06,2390.9
BATS, 2015-12-13,42351,2015.9479,10,36.467,23.1123,0.788,2057.11,2386.74
BATS, 2016-03-09,42438,2016.1858,10,36.665,21.1342,0.704,2075.85,2398.53
BATS, 2016-06-15,42536,2016.4536,10,36.5147,25.1839,0.676,2068.96,2389.74
BATS, 2016-07-23,42574,2016.5574,10,36.4778,28.5679,0.699,2055.25,2385.005
BATS, 2016-07-23,42574,2016.5574,10,36.4785,     NaN,0.712,2056.61,2385.515
BATS, 2016-08-19,42601,2016.6311,10,36.49634167,29.3058,0.779,2047.31,2386.46
BATS, 2016-09-21,42634,2016.7213,10,36.68949167,28.7737,0.802,2049.28,2396.275
BATS, 2016-09-21,42634,2016.7213,10,36.69015,     NaN,0.783,2049.42,2398.7
BATS, 2016-10-19,42662,2016.7978,10,         NaN,26.164,0.84,2056.04,      NaN
BATS, 2016-10-19,42662,2016.7978,10,         NaN,     NaN,0.851,2056.59,      NaN
BATS, 2016-11-20,42694,2016.8852,10,36.623,22.9508,0.771,2064.29,2390.76
BATS, 2016-12-14,42718,2016.9508,10,36.609,     NaN,0.73,2070.26,2394.12
BATS, 2017-01-07,42742,2017.0164,10,36.623,     NaN,0.719,2070.48,2393.59
BATS, 2017-02-19,42785,2017.1342,10,36.775,     NaN,0.666,2083.82,2404.82
BATS, 2017-04-10,42835,2017.2712,10,36.733,     NaN,0.652,2088.39,2401.38
