platform_code,time,latitude,longitude,slp,drogue,sst,battery,presdiff,salinity,gpsfixdel
6203730,2022-11-23T00:00:00Z,26.0614,-64.1998,1021.4,NaN,27.49,10.4,0.9,NaN,NaN
1301578,2022-11-23T00:00:00Z,25.7022,-76.061,NaN,NaN,27.83,10.4,NaN,NaN,NaN
6203765,2022-11-23T00:00:00Z,24.932,-46.6386,1022.9,NaN,26.37,11.0,1.2,NaN,NaN
6203766,2022-11-23T00:00:00Z,29.8618,-47.9952,NaN,NaN,25.61,10.6,NaN,NaN,NaN
1301697,2022-11-23T00:00:00Z,31.725,-61.2456,NaN,NaN,24.76,10.2,NaN,NaN,5
4402673,2022-11-23T00:00:00Z,15.0542,-48.2128,1014.9,NaN,26.97,11.4,1.5,NaN,NaN
6203839,2022-11-23T00:00:00Z,23.3032,-47.0722,1020.9,62,26.56,11.0,0.8,NaN,NaN
1501782,2022-11-23T00:00:00Z,13.8192,-61.997,NaN,20,28.17,10.6,NaN,NaN,64
4402674,2022-11-23T00:00:00Z,16.4474,-53.6214,1015.4,NaN,27.45,11.4,1.7,NaN,NaN
4102545,2022-11-23T00:04:00Z,22.5468664,-45.4853242,NaN,59,26.47,9.8,0.0,NaN,64
4101523,2022-11-23T00:00:00Z,33.066,-59.2874,NaN,NaN,24.25,12.6,NaN,NaN,NaN
1301575,2022-11-23T00:00:00Z,33.6742,-43.366,NaN,NaN,NaN,11.8,NaN,NaN,NaN
4402879,2022-11-23T00:00:00Z,29.0676076,-77.7099443,1020.5,38,25.81,11.4,0.0,NaN,NaN
1501779,2022-11-23T00:00:00Z,16.1288,-45.1848,NaN,22,26.86,10.8,NaN,NaN,5
4401863,2022-11-23T00:00:00Z,14.9528,-54.1086,1013.1,NaN,27.39,10.8,1.4,NaN,NaN
6402616,2022-11-23T00:00:00Z,28.17,-43.3446,1024.4,20,25.44,11.4,0.8,NaN,1
1501780,2022-11-23T00:00:00Z,16.9782,-43.6844,NaN,24,26.69,10.8,NaN,NaN,5
1501778,2022-11-23T00:00:00Z,16.4166,-58.5942,NaN,24,27.77,10.6,NaN,NaN,1
4401864,2022-11-23T00:00:00Z,21.2892,-59.4058,1018.3,38,27.64,11.2,1.1,NaN,3
4102668,2022-11-23T00:04:00Z,25.0556853,-53.8516744,NaN,44,27.38,9.6,0.0,NaN,NaN
4402665,2022-11-23T00:00:00Z,29.2556,-69.6602,1022.0,NaN,25.83,10.0,0.4,NaN,5
4102635,2022-11-23T00:00:00Z,29.5057673,-91.8733571,1023.6,36,11.36,10.2,0.0,NaN,NaN
1501691,2022-11-23T00:00:00Z,28.773,-65.6802,NaN,8,25.71,12.0,NaN,NaN,NaN
4102665,2022-11-23T00:03:00Z,17.2152108,-58.8074505,NaN,42,27.61,10.0,0.0,NaN,NaN
1501662,2022-11-23T00:00:00Z,30.1244,-58.6034,NaN,NaN,25.88,10.4,NaN,NaN,NaN
4102666,2022-11-23T00:00:00Z,14.6174873,-60.8869905,NaN,16,25.79,8.8,0.0,NaN,NaN
1301573,2022-11-23T00:00:00Z,26.2918,-74.7754,NaN,NaN,27.38,9.8,NaN,NaN,NaN
6203772,2022-11-23T00:00:00Z,35.0222,-61.9176,1028.4,NaN,23.7,11.0,0.3,NaN,NaN
6402617,2022-11-23T00:00:00Z,26.1074,-44.9518,1023.9,47,26.02,11.6,1.0,NaN,NaN
6203848,2022-11-23T00:00:00Z,37.0384,-61.0346,1027.1,NaN,23.32,10.4,0.4,NaN,5
6203773,2022-11-23T00:00:00Z,29.9786,-46.8762,1024.2,NaN,25.18,11.0,0.3,NaN,NaN
1301712,2022-11-23T00:00:00Z,24.4654,-47.4798,1022.1,NaN,26.4,11.4,1.1,NaN,NaN
4102664,2022-11-23T00:04:00Z,19.9913713,-65.2004509,NaN,49,28.03,10.0,0.0,NaN,2220
1301736,2022-11-23T00:00:00Z,27.1068,-44.742,1024.4,24,25.81,11.4,0.7,NaN,NaN
1301737,2022-11-23T00:00:00Z,24.9336,-54.1408,1021.7,24,27.26,11.6,0.9,NaN,1
4402752,2022-11-23T00:00:00Z,37.068,-74.3636,NaN,10,17.16,11.0,NaN,NaN,5
1301570,2022-11-23T00:00:00Z,28.874,-57.969,NaN,NaN,25.96,10.6,NaN,NaN,NaN
1501684,2022-11-23T00:00:00Z,30.089,-59.7494,NaN,NaN,26.12,10.8,NaN,NaN,NaN
1501758,2022-11-23T00:00:00Z,1.3552,-49.2624,NaN,19,29.21,10.4,NaN,NaN,5
5102764,2022-11-23T00:00:00Z,6.3514,-87.2386,NaN,NaN,27.11,10.8,NaN,NaN,NaN
4101848,2022-11-23T00:00:00Z,27.4806,-64.9092,1021.9,NaN,26.45,11.2,0.9,NaN,NaN
1301713,2022-11-23T00:00:00Z,15.518,-48.031,1015.0,NaN,26.86,11.4,1.5,NaN,NaN
1301571,2022-11-23T00:00:00Z,29.2856,-66.1916,NaN,NaN,25.56,10.0,NaN,NaN,NaN
5102637,2022-11-23T00:00:00Z,5.6032,-80.0324,1010.9,5,27.05,10.4,0.6,NaN,5
3201837,2022-11-23T00:00:00Z,5.4714,-80.3228,1010.5,17,26.85,11.0,0.6,NaN,NaN
5102825,2022-11-23T00:00:00Z,7.1,-77.7598,1010.2,NaN,NaN,10.4,1.0,NaN,4
4102559,2022-11-23T00:00:00Z,17.0462,-65.6426,1014.0,16,28.05,10.6,1.1,NaN,1
6203737,2022-11-23T00:00:00Z,26.4936,-42.786,1023.8,NaN,25.44,11.0,0.6,NaN,NaN
4102623,2022-11-23T00:00:00Z,29.1018135,-42.0802483,NaN,53,25.16,9.8,0.0,NaN,NaN
1301719,2022-11-23T00:00:00Z,21.7766,-42.249,1020.1,NaN,26.17,11.4,0.8,NaN,NaN
4101644,2022-11-23T00:00:00Z,27.5062,-71.9064,NaN,NaN,27.61,13.8,NaN,NaN,NaN
5102827,2022-11-23T00:00:00Z,8.1842,-84.2064,1010.4,6,26.96,10.4,1.5,NaN,5
4101856,2022-11-23T00:00:00Z,35.165,-68.038,NaN,3,24.39,15.0,NaN,NaN,NaN
1301722,2022-11-23T00:00:00Z,24.6328,-42.9672,1022.1,14,26.07,10.8,1.0,NaN,NaN
1501723,2022-11-23T00:00:00Z,22.38,-71.6314,NaN,NaN,28.0,10.2,NaN,NaN,5
6203840,2022-11-23T00:00:00Z,25.621,-41.4174,1023.2,NaN,25.7,11.2,0.9,NaN,NaN
1501724,2022-11-23T00:00:00Z,30.9034,-54.4558,NaN,NaN,25.42,10.0,NaN,NaN,5
3201769,2022-11-23T00:00:00Z,28.2224,-62.8232,NaN,9,26.3,10.6,NaN,NaN,NaN
6203516,2022-11-23T00:00:00Z,40.588,-51.2026,1020.5,NaN,NaN,14.0,1.8,NaN,NaN
4102643,2022-11-23T00:00:00Z,23.0782262,-96.4783248,NaN,NaN,24.83,8.8,0.0,NaN,NaN
1301714,2022-11-23T01:00:00Z,25.8386,-47.2066,1023.2,NaN,26.32,11.4,0.5,NaN,NaN
1501725,2022-11-23T01:00:00Z,38.1118,-55.2024,NaN,6,23.46,9.2,NaN,NaN,4
5501572,2022-11-23T01:00:00Z,31.8106,-45.9224,NaN,NaN,24.33,10.4,NaN,NaN,NaN
1301735,2022-11-23T01:00:00Z,26.7154,-42.0382,1023.2,19,25.42,11.4,0.1,NaN,1
6402615,2022-11-23T01:00:00Z,17.293,-46.0264,1016.5,42,26.87,11.2,0.8,NaN,3
6203767,2022-11-23T01:00:00Z,18.1782,-55.0708,1015.9,NaN,27.34,10.8,1.5,NaN,NaN
4102558,2022-11-23T01:00:00Z,12.6974,-61.3328,1012.3,8,25.59,10.6,1.6,NaN,4
4102547,2022-11-23T01:00:00Z,25.2278227,-60.7397432,1022.0,18,27.27,10.2,0.0,NaN,NaN
4402751,2022-11-23T01:00:00Z,38.7512,-63.0184,NaN,22,20.21,11.0,NaN,NaN,4
3101515,2022-11-23T01:00:00Z,31.1816,-57.8282,NaN,NaN,24.84,13.4,NaN,NaN,NaN
4102548,2022-11-23T01:00:00Z,23.4463572,-72.2767312,1017.9,22,28.18,10.2,0.0,NaN,NaN
1301706,2022-11-23T01:00:00Z,23.2242,-51.0648,1020.8,18,26.4,11.0,0.8,NaN,NaN
4101851,2022-11-23T01:00:00Z,25.9322,-58.6394,1022.4,28,27.18,11.6,1.1,NaN,1
4102549,2022-11-23T01:00:00Z,22.2636117,-66.2772183,1018.8,33,28.15,10.4,0.0,NaN,NaN
4402670,2022-11-23T01:00:00Z,22.1952,-41.3984,1019.9,NaN,26.1,11.2,0.3,NaN,NaN
4102643,2022-11-23T01:00:00Z,23.0612851,-96.4842849,NaN,NaN,24.82,8.8,0.0,NaN,NaN
4102632,2022-11-23T01:00:00Z,35.471386,-73.6023895,1024.4,44,24.05,10.2,0.0,NaN,NaN
4101642,2022-11-23T01:00:00Z,29.8466,-69.1028,NaN,1,25.29,13.2,NaN,NaN,NaN
4201704,2022-11-23T01:00:00Z,25.0860612,-80.4404419,1018.0,13,24.38,10.4,0.0,NaN,NaN
4402618,2022-11-23T01:00:00Z,32.9972,-61.4466,1026.9,NaN,24.38,11.0,-0.4,NaN,NaN
4101844,2022-11-23T01:00:00Z,18.0932,-60.8572,1016.0,NaN,27.62,11.2,1.4,NaN,NaN
1501773,2022-11-23T01:00:00Z,19.2122,-76.4424,1014.0,NaN,28.97,10.6,1.2,NaN,4
4102620,2022-11-23T01:00:00Z,27.5446151,-56.0703127,NaN,7,26.93,10.0,0.0,NaN,NaN
4201545,2022-11-23T01:00:00Z,32.3578,-45.8874,NaN,NaN,24.66,9.4,NaN,NaN,5
1301755,2022-11-23T01:00:00Z,6.7084,-57.9246,1009.8,NaN,NaN,10.0,2.1,NaN,5
3201770,2022-11-23T01:00:00Z,28.663,-62.1668,NaN,9,26.2,11.0,NaN,NaN,NaN
1301756,2022-11-23T01:00:00Z,10.9778,-64.3638,1010.4,NaN,NaN,10.2,2.2,NaN,4
4102553,2022-11-23T01:00:00Z,13.4388,-78.365,1011.4,7,28.95,10.6,1.3,NaN,4
4402671,2022-11-23T01:00:00Z,18.4948,-61.1712,1016.4,NaN,27.71,11.2,1.7,NaN,NaN
4101541,2022-11-23T01:00:00Z,25.8146,-52.0964,NaN,NaN,26.76,8.2,NaN,NaN,NaN
4102554,2022-11-23T01:00:00Z,17.8864,-71.2514,1014.0,6,27.23,10.4,1.3,NaN,4
4101546,2022-11-23T01:00:00Z,32.9514,-75.3828,NaN,1,23.88,12.4,NaN,NaN,NaN
1301700,2022-11-23T01:00:00Z,20.8894,-57.6988,1018.1,NaN,27.47,11.2,1.2,NaN,NaN
4402877,2022-11-23T01:00:00Z,38.9066983,-74.4305067,1025.6,37,14.56,11.2,0.0,NaN,NaN
6203838,2022-11-23T01:00:00Z,18.0784,-55.6338,1016.8,36,27.4,11.4,1.5,NaN,NaN
4402753,2022-11-23T01:00:00Z,39.1032,-64.107,NaN,7,24.12,11.0,NaN,NaN,3
6203730,2022-11-23T01:00:00Z,26.0622,-64.2062,1021.5,NaN,27.48,10.4,0.6,NaN,NaN
1301578,2022-11-23T01:00:00Z,25.6974,-76.0654,NaN,NaN,27.82,10.4,NaN,NaN,NaN
6203765,2022-11-23T01:00:00Z,24.9294,-46.638,1022.9,NaN,26.36,11.0,0.2,NaN,NaN
4402672,2022-11-23T00:00:00Z,18.6,-44.8648,1017.0,NaN,26.84,11.4,1.2,NaN,2
4402672,2022-11-23T01:00:00Z,18.6014,-44.8704,1017.1,NaN,26.84,11.4,0.8,NaN,1
6203766,2022-11-23T01:00:00Z,29.864,-47.9868,NaN,NaN,25.59,10.8,NaN,NaN,NaN
1301697,2022-11-23T01:00:00Z,31.7254,-61.2552,NaN,NaN,24.76,10.2,NaN,NaN,4
4402673,2022-11-23T01:00:00Z,15.0576,-48.2132,1015.3,NaN,26.96,11.4,1.3,NaN,NaN
6203839,2022-11-23T01:00:00Z,23.3092,-47.0776,1020.9,62,26.55,11.0,0.2,NaN,NaN
1501782,2022-11-23T01:00:00Z,13.8172,-61.999,NaN,20,28.17,10.6,NaN,NaN,4
4402674,2022-11-23T01:00:00Z,16.4502,-53.6242,1015.4,NaN,27.45,11.4,1.1,NaN,NaN
4201604,2022-11-23T00:00:00Z,7.7132,-78.8104,NaN,NaN,24.84,11.2,NaN,NaN,NaN
4201604,2022-11-23T01:00:00Z,7.6926,-78.751,NaN,NaN,24.86,11.2,NaN,NaN,NaN
4102545,2022-11-23T01:04:00Z,22.5452124,-45.4808057,NaN,41,26.45,9.8,0.0,NaN,124
4101523,2022-11-23T01:00:00Z,33.0706,-59.2912,NaN,1,24.19,12.6,NaN,NaN,NaN
1301575,2022-11-23T01:00:00Z,33.6742,-43.3662,NaN,NaN,NaN,11.8,NaN,NaN,NaN
4402879,2022-11-23T01:04:00Z,29.0698575,-77.7058707,1020.6,36,25.8,11.4,0.0,NaN,NaN
1501779,2022-11-23T01:00:00Z,16.1318,-45.1808,NaN,22,26.85,10.8,NaN,NaN,4
4401863,2022-11-23T01:00:00Z,14.9612,-54.121,1013.3,NaN,27.38,10.8,1.3,NaN,NaN
6402616,2022-11-23T01:00:00Z,28.1706,-43.3466,1024.4,23,25.45,11.4,0.4,NaN,NaN
1501780,2022-11-23T01:00:00Z,16.9782,-43.6844,NaN,24,26.69,10.8,NaN,NaN,65
1501778,2022-11-23T01:00:00Z,16.41,-58.5986,NaN,24,27.75,10.6,NaN,NaN,5
4401864,2022-11-23T01:00:00Z,21.294,-59.4136,1018.6,38,27.65,11.0,1.1,NaN,1
4102668,2022-11-23T01:00:00Z,25.062823,-53.8495806,NaN,42,27.36,9.8,0.0,NaN,NaN
4402665,2022-11-23T01:00:00Z,29.2512,-69.684,1021.9,NaN,25.71,10.0,0.0,NaN,4
4102635,2022-11-23T01:00:00Z,29.5054753,-91.8735538,1023.1,37,11.34,10.2,0.0,NaN,NaN
1501691,2022-11-23T01:00:00Z,28.769,-65.6912,NaN,8,25.7,12.0,NaN,NaN,NaN
4102665,2022-11-23T01:04:00Z,17.2151701,-58.811401,NaN,48,27.61,10.0,0.0,NaN,61
1501662,2022-11-23T01:00:00Z,30.1188,-58.599,NaN,NaN,25.88,10.4,NaN,NaN,NaN
4102666,2022-11-23T01:00:00Z,14.6174671,-60.8870853,NaN,17,25.6,8.8,0.0,NaN,NaN
1301573,2022-11-23T01:00:00Z,26.299,-74.7822,NaN,NaN,27.37,9.8,NaN,NaN,NaN
6203772,2022-11-23T01:00:00Z,35.0266,-61.9266,1028.3,NaN,23.67,11.0,0.2,NaN,NaN
6402617,2022-11-23T01:00:00Z,26.1076,-44.95,1023.8,47,26.01,11.6,0.5,NaN,NaN
6203848,2022-11-23T01:00:00Z,37.051,-61.0374,1026.7,NaN,23.31,10.4,0.0,NaN,4
6203773,2022-11-23T01:00:00Z,29.9778,-46.8812,1024.0,NaN,25.17,11.0,-0.3,NaN,NaN
1301712,2022-11-23T01:00:00Z,24.469,-47.4794,1022.1,NaN,26.39,11.4,0.5,NaN,NaN
1301736,2022-11-23T01:00:00Z,27.1078,-44.7368,1024.4,24,25.78,11.4,0.4,NaN,NaN
1301737,2022-11-23T01:00:00Z,24.9358,-54.1438,1021.8,24,27.25,11.6,0.5,NaN,1
4402752,2022-11-23T01:00:00Z,37.0606,-74.3646,NaN,10,17.16,11.0,NaN,NaN,4
1301570,2022-11-23T01:00:00Z,28.8724,-57.9794,NaN,NaN,25.95,10.4,NaN,NaN,NaN
1501684,2022-11-23T01:00:00Z,30.0862,-59.749,NaN,NaN,26.12,10.8,NaN,NaN,NaN
1501758,2022-11-23T01:00:00Z,1.3452,-49.2586,NaN,19,29.21,10.4,NaN,NaN,5
4102636,2022-11-23T01:04:00Z,30.0069708,-72.358543,1022.5,41,NaN,9.6,0.0,NaN,NaN
5102764,2022-11-23T01:00:00Z,6.3554,-87.2154,NaN,NaN,27.09,10.8,NaN,NaN,NaN
4101848,2022-11-23T01:00:00Z,27.4852,-64.9034,1021.9,NaN,26.43,11.2,0.8,NaN,NaN
1301713,2022-11-23T01:00:00Z,15.5202,-48.0326,1015.4,NaN,26.85,11.4,1.2,NaN,NaN
1301571,2022-11-23T01:00:00Z,29.2864,-66.2076,NaN,NaN,25.57,10.0,NaN,NaN,NaN
5102637,2022-11-23T01:00:00Z,5.5988,-80.0178,1011.2,5,27.03,10.4,1.3,NaN,4
3201837,2022-11-23T01:00:00Z,5.4628,-80.312,1011.4,17,26.81,11.0,1.5,NaN,NaN
5102825,2022-11-23T01:00:00Z,7.1004,-77.76,1010.8,NaN,NaN,10.4,1.7,NaN,5
4102559,2022-11-23T01:00:00Z,17.0478,-65.6394,1014.5,16,28.05,10.6,1.1,NaN,3
6203737,2022-11-23T01:00:00Z,26.495,-42.789,1023.7,NaN,25.44,11.0,0.0,NaN,NaN
4102623,2022-11-23T01:00:00Z,29.0993288,-42.0866156,NaN,53,25.16,9.8,0.0,NaN,NaN
1301719,2022-11-23T01:00:00Z,21.7736,-42.2426,1020.1,NaN,26.16,11.4,0.4,NaN,NaN
4101644,2022-11-23T01:00:00Z,27.5202,-71.9036,NaN,1,27.61,13.8,NaN,NaN,NaN
5102827,2022-11-23T01:00:00Z,8.1736,-84.2044,1010.7,6,26.93,10.4,2.2,NaN,4
4101856,2022-11-23T01:00:00Z,35.1666,-68.0304,NaN,3,24.36,15.0,NaN,NaN,NaN
1301722,2022-11-23T01:00:00Z,24.6324,-42.9704,1022.0,14,26.07,10.8,0.4,NaN,NaN
1501723,2022-11-23T01:00:00Z,22.3832,-71.6406,NaN,NaN,28.01,10.2,NaN,NaN,4
6203840,2022-11-23T01:00:00Z,25.6196,-41.4182,1023.2,NaN,25.7,11.2,0.4,NaN,NaN
1501724,2022-11-23T01:00:00Z,30.904,-54.4612,NaN,NaN,25.48,10.0,NaN,NaN,4
3201769,2022-11-23T01:00:00Z,28.22,-62.8252,NaN,9,26.28,10.6,NaN,NaN,NaN
6203516,2022-11-23T01:00:00Z,40.5834,-51.1672,1021.4,NaN,NaN,14.0,2.0,NaN,NaN
1301714,2022-11-23T02:00:00Z,25.8406,-47.2116,1023.0,NaN,26.31,11.4,0.0,NaN,NaN
1501725,2022-11-23T02:00:00Z,38.1068,-55.2122,NaN,6,23.46,9.2,NaN,NaN,5
5501572,2022-11-23T02:00:00Z,31.812,-45.9164,NaN,NaN,24.31,10.4,NaN,NaN,NaN
1301735,2022-11-23T02:00:00Z,26.7134,-42.0382,1023.1,19,25.42,11.2,-0.2,NaN,NaN
4102558,2022-11-23T02:00:00Z,12.6974,-61.3328,1012.2,8,25.29,10.6,1.1,NaN,5
4102547,2022-11-23T02:00:00Z,25.2306812,-60.7293814,1021.9,18,27.25,10.2,0.0,NaN,NaN
4402751,2022-11-23T02:00:00Z,38.718,-62.9722,NaN,22,20.38,11.0,NaN,NaN,5
4102548,2022-11-23T02:00:00Z,23.4449411,-72.2812018,1018.2,21,28.16,10.2,0.0,NaN,NaN
1301706,2022-11-23T02:00:00Z,23.2228,-51.0704,1020.8,18,26.41,11.0,0.4,NaN,NaN
4101851,2022-11-23T02:00:00Z,25.9332,-58.6266,1022.4,28,27.17,11.6,0.3,NaN,1
4102549,2022-11-23T02:00:00Z,22.2641588,-66.2874081,1018.8,33,28.12,10.4,0.0,NaN,NaN
4102632,2022-11-23T02:00:00Z,35.4815419,-73.587355,1024.0,46,24.01,10.2,0.0,NaN,NaN
4101642,2022-11-23T02:00:00Z,29.8406,-69.1162,NaN,1,25.28,13.2,NaN,NaN,NaN
4201704,2022-11-23T02:00:00Z,25.0860856,-80.4404248,1018.3,13,24.13,10.4,0.0,NaN,NaN
1501773,2022-11-23T02:00:00Z,19.2032,-76.4558,1014.0,NaN,28.96,10.6,0.8,NaN,5
4102620,2022-11-23T02:00:00Z,27.5471245,-56.0713074,NaN,12,26.92,10.0,0.0,NaN,NaN
4201545,2022-11-23T02:00:00Z,32.3606,-45.8756,NaN,NaN,24.66,9.4,NaN,NaN,4
3201770,2022-11-23T02:00:00Z,28.6608,-62.1744,NaN,9,26.2,11.0,NaN,NaN,NaN
4102553,2022-11-23T02:00:00Z,13.4342,-78.3768,1011.9,7,28.93,10.6,1.6,NaN,4
4102554,2022-11-23T02:00:00Z,17.8866,-71.2514,1014.5,6,27.18,10.4,1.3,NaN,4
4101546,2022-11-23T02:00:00Z,32.954,-75.3784,NaN,1,23.73,12.4,NaN,NaN,NaN
4402877,2022-11-23T02:00:00Z,0.0,0.0,1025.1,43,14.53,11.0,0.0,NaN,59
6203838,2022-11-23T02:00:00Z,18.0778,-55.6322,1016.7,32,27.4,11.4,0.6,NaN,NaN
4402753,2022-11-23T02:00:00Z,39.1134,-64.0764,NaN,7,24.11,11.0,NaN,NaN,4
4102560,2022-11-23T01:00:00Z,14.7942,-61.2206,1013.1,6,23.2,10.4,1.5,NaN,5
4102560,2022-11-23T02:00:00Z,14.7944,-61.2208,1013.3,6,23.17,10.4,1.0,NaN,5
4402672,2022-11-23T02:00:00Z,18.6014,-44.8776,1017.4,NaN,26.83,11.4,0.6,NaN,NaN
4402673,2022-11-23T02:00:00Z,15.0588,-48.213,1015.0,NaN,26.95,11.4,0.5,NaN,NaN
6203839,2022-11-23T02:00:00Z,23.3158,-47.0824,1020.7,62,26.54,11.0,0.0,NaN,NaN
1501782,2022-11-23T02:00:00Z,13.8116,-61.9952,NaN,20,28.16,10.6,NaN,NaN,4
4402674,2022-11-23T02:00:00Z,16.4504,-53.627,1015.6,NaN,27.47,11.4,0.6,NaN,NaN
1501779,2022-11-23T02:00:00Z,16.1358,-45.177,NaN,22,26.86,10.8,NaN,NaN,3
4401863,2022-11-23T02:00:00Z,14.9692,-54.1332,1013.5,NaN,27.37,10.8,1.2,NaN,NaN
6402616,2022-11-23T02:00:00Z,28.17,-43.3488,1024.3,23,25.45,11.4,0.0,NaN,NaN
1501780,2022-11-23T02:00:00Z,16.9768,-43.6838,NaN,24,26.72,10.8,NaN,NaN,5
1501778,2022-11-23T02:00:00Z,16.41,-58.5986,NaN,24,27.77,10.6,NaN,NaN,65
4401864,2022-11-23T02:00:00Z,21.3006,-59.4218,1018.8,49,27.63,11.0,0.9,NaN,3
4102668,2022-11-23T02:00:00Z,25.0704936,-53.8442479,NaN,44,27.35,9.6,0.0,NaN,NaN
4402665,2022-11-23T02:00:00Z,29.2488,-69.7048,1022.1,NaN,25.71,10.0,-0.1,NaN,5
4102635,2022-11-23T02:00:00Z,29.5051037,-91.873462,1023.3,37,11.45,10.2,0.0,NaN,NaN
4102665,2022-11-23T02:03:00Z,17.2180809,-58.809051,NaN,46,27.58,10.0,0.0,NaN,NaN
4102666,2022-11-23T02:00:00Z,14.6174566,-60.8870339,NaN,17,24.78,8.8,0.0,NaN,NaN
1301573,2022-11-23T02:00:00Z,26.3046,-74.7878,NaN,NaN,27.36,9.8,NaN,NaN,NaN
6402617,2022-11-23T02:00:00Z,26.1064,-44.9494,1023.6,41,26.0,11.6,0.1,NaN,1
6203848,2022-11-23T02:00:00Z,37.063,-61.0404,1026.6,NaN,23.29,10.4,-0.2,NaN,5
1301712,2022-11-23T02:00:00Z,24.4718,-47.4774,1022.1,NaN,26.39,11.4,0.3,NaN,NaN
1301736,2022-11-23T02:00:00Z,27.1086,-44.7306,1024.4,24,25.77,11.4,0.1,NaN,1
1301737,2022-11-23T02:00:00Z,24.9376,-54.1446,1021.8,24,27.24,11.6,0.1,NaN,1
4402752,2022-11-23T02:00:00Z,37.0514,-74.3648,NaN,10,17.16,11.0,NaN,NaN,5
