platform_code,time,latitude,longitude,windspd,winddir,slp,drogue,sst,battery,presdiff,salinity,conductivity,gpsfixdel,avgwaveperiod,wvht,domwaveperiod,domwavedir
,UTC,degrees_north,degrees_east,m/s,degree,hPa,,deg C,volts,hPa,PSU,,,s,m,s,degree
5102827,2023-11-20T01:00:00Z,7.0166,-80.2602,NaN,NaN,1010.7,NaN,NaN,10.0,1.9,NaN,NaN,4,NaN,NaN,NaN,NaN
6203840,2023-11-20T01:00:00Z,26.2604,-50.7056,NaN,NaN,1019.4,NaN,26.83,10.8,-0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6801791,2023-11-20T01:00:00Z,32.3752,-40.458,NaN,NaN,1027.9,7,24.64,10.4,-0.5,NaN,NaN,4,NaN,NaN,NaN,NaN
1501724,2023-11-20T01:00:00Z,26.3056,-56.5352,NaN,NaN,NaN,NaN,26.52,9.2,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
3201769,2023-11-20T01:00:00Z,30.3318,-69.3302,NaN,NaN,NaN,15,24.26,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101885,2023-11-20T01:00:00Z,38.0926,-69.804,NaN,NaN,NaN,19,NaN,10.8,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
1301723,2023-11-20T01:00:00Z,18.1762,-51.9354,NaN,NaN,1017.7,NaN,28.36,11.2,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5802077,2023-11-20T01:00:00Z,32.6466385,-61.6491074,NaN,NaN,1007.7,NaN,23.78,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1801783,2023-11-20T01:00:00Z,29.0346499,-80.8980589,NaN,NaN,1013.5,NaN,21.29,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5802076,2023-11-20T01:00:00Z,21.5944343,-95.762366,NaN,NaN,1008.4,NaN,27.02,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804104,2023-11-20T01:00:00Z,24.4203955,-89.1148591,NaN,NaN,1012.2,NaN,27.02,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804102,2023-11-20T01:02:00Z,18.4247476,-93.4039555,NaN,NaN,1010.2,NaN,24.81,10.2,0.0,NaN,NaN,NaN,7.35,0.14,10,88.0
1301714,2023-11-20T02:00:00Z,23.6884,-57.4208,NaN,NaN,1016.2,NaN,27.84,11.0,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102669,2023-11-20T02:00:00Z,24.771,-52.967,NaN,NaN,NaN,37,27.63,7.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5501572,2023-11-20T02:00:00Z,34.1176,-43.1838,NaN,NaN,NaN,NaN,23.31,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301735,2023-11-20T02:00:00Z,30.6888,-42.757,NaN,NaN,1024.5,NaN,25.01,10.4,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402615,2023-11-20T02:00:00Z,25.5888,-61.4176,NaN,NaN,1013.0,NaN,27.41,10.6,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102557,2023-11-20T02:00:00Z,15.5988,-68.752,NaN,NaN,1011.4,26,29.32,10.6,0.8,NaN,NaN,3,NaN,NaN,NaN,NaN
3101575,2023-11-20T02:00:00Z,11.5812,-58.322,NaN,NaN,NaN,29,29.13,11.6,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
4102547,2023-11-20T02:00:00Z,26.7898,-66.6952,NaN,NaN,1008.5,12,26.04,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101515,2023-11-20T02:00:00Z,31.4066,-52.3286,NaN,NaN,NaN,NaN,25.07,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101542,2023-11-20T02:00:00Z,32.6386,-44.712,NaN,NaN,NaN,NaN,NaN,9.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301706,2023-11-20T02:00:00Z,20.4724,-68.9686,NaN,NaN,1010.7,15,27.49,10.4,1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101851,2023-11-20T02:00:00Z,30.3658,-57.156,NaN,NaN,1013.6,NaN,25.0,10.8,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402670,2023-11-20T02:00:00Z,21.0464,-60.8304,NaN,NaN,1014.3,NaN,28.34,10.6,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402618,2023-11-20T02:00:00Z,32.6486,-62.4234,NaN,NaN,1008.1,NaN,23.93,10.4,0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101858,2023-11-20T02:00:00Z,35.0724,-52.5178,NaN,NaN,NaN,17,NaN,10.4,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN
1301755,2023-11-20T02:00:00Z,6.7082,-57.9248,NaN,NaN,1011.6,NaN,NaN,9.2,0.6,NaN,NaN,5,NaN,NaN,NaN,NaN
4102552,2023-11-20T02:00:00Z,16.6182,-72.9608,NaN,NaN,1011.2,19,29.47,10.6,1.1,NaN,NaN,5,NaN,NaN,NaN,NaN
4101541,2023-11-20T02:00:00Z,29.3804,-53.001,NaN,NaN,NaN,NaN,25.09,7.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301700,2023-11-20T02:00:00Z,23.0008,-57.1774,NaN,NaN,1015.9,NaN,27.51,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402884,2023-11-20T02:00:00Z,27.2968,-69.9782,NaN,NaN,1009.6,26,25.81,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203730,2023-11-20T02:00:00Z,26.808,-72.8832,NaN,NaN,1011.4,NaN,26.81,10.0,1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402878,2023-11-20T02:00:00Z,38.5996,-61.0104,NaN,NaN,1011.8,43,22.3,10.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402885,2023-11-20T02:00:00Z,32.4982,-49.0354,NaN,NaN,1021.1,55,23.39,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402672,2023-11-20T02:00:00Z,20.1674,-57.0558,NaN,NaN,1015.8,NaN,28.63,10.8,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203766,2023-11-20T02:00:00Z,27.119,-50.6528,NaN,NaN,NaN,NaN,26.45,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301697,2023-11-20T02:00:00Z,34.5522,-63.9162,NaN,NaN,NaN,NaN,22.88,9.4,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
4101884,2023-11-20T02:00:00Z,35.9394,-71.3136,NaN,NaN,NaN,22,22.27,10.8,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
3801596,2023-11-20T02:00:00Z,36.4812,-43.4548,NaN,NaN,1026.5,8,22.46,10.4,-2.0,NaN,NaN,5,NaN,NaN,NaN,NaN
6203839,2023-11-20T02:00:00Z,33.8846,-52.8144,NaN,NaN,1015.5,NaN,23.75,10.4,-0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102561,2023-11-20T02:00:00Z,15.173,-65.1262,NaN,NaN,1012.8,24,29.24,10.4,0.8,NaN,NaN,3,NaN,NaN,NaN,NaN
4402674,2023-11-20T02:00:00Z,29.6566,-65.728,NaN,NaN,1008.3,NaN,26.05,10.8,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3202507,2023-11-20T01:00:00Z,13.6976,-90.0064,NaN,NaN,1011.7,NaN,NaN,10.2,2.1,NaN,NaN,1,NaN,NaN,NaN,NaN
3202507,2023-11-20T02:00:00Z,13.6976,-90.0064,NaN,NaN,1012.3,NaN,NaN,10.2,2.3,NaN,NaN,61,NaN,NaN,NaN,NaN
4101523,2023-11-20T02:00:00Z,31.7746,-63.1816,NaN,NaN,NaN,1,NaN,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5301663,2023-11-20T02:00:00Z,36.542,-70.9842,NaN,NaN,NaN,3,NaN,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402879,2023-11-20T02:00:00Z,36.3148,-50.704,NaN,NaN,1017.0,41,22.42,9.8,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501779,2023-11-20T02:00:00Z,20.4636,-64.0904,NaN,NaN,NaN,NaN,28.52,10.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
6402616,2023-11-20T02:00:00Z,28.4924,-42.4052,NaN,NaN,1023.8,NaN,25.28,10.8,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501780,2023-11-20T02:00:00Z,22.767,-61.1116,NaN,NaN,NaN,NaN,27.92,10.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
4402675,2023-11-20T02:00:00Z,26.032,-45.7454,NaN,NaN,1020.9,NaN,27.34,10.8,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102667,2023-11-20T02:00:00Z,24.0152,-74.4402,NaN,NaN,NaN,9,28.01,7.8,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102668,2023-11-20T02:01:00Z,27.2386,-41.8604,NaN,NaN,NaN,35,26.64,7.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402665,2023-11-20T02:00:00Z,27.5452,-71.095,NaN,NaN,1010.8,NaN,26.2,9.6,1.7,NaN,NaN,4,NaN,NaN,NaN,NaN
6203771,2023-11-20T02:00:00Z,26.4564,-41.0818,NaN,NaN,1022.2,NaN,25.93,10.6,-0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501691,2023-11-20T02:00:00Z,29.4074,-69.3786,NaN,NaN,NaN,13,24.65,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102665,2023-11-20T02:00:00Z,29.3848,-78.1114,NaN,NaN,NaN,24,26.13,7.8,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203772,2023-11-20T02:00:00Z,23.9016,-68.4874,NaN,NaN,1009.9,NaN,27.11,10.6,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301783,2023-11-20T02:00:00Z,19.37,-56.1558,NaN,NaN,1016.8,46,28.21,11.6,0.6,NaN,NaN,1,NaN,NaN,NaN,NaN
6402617,2023-11-20T02:00:00Z,29.5662,-44.4654,NaN,NaN,1024.6,NaN,25.01,11.2,-0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203773,2023-11-20T02:00:00Z,34.4646,-60.7182,NaN,NaN,1007.5,NaN,22.68,10.4,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301712,2023-11-20T02:00:00Z,23.7748,-62.1954,NaN,NaN,1012.7,NaN,27.56,11.0,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301736,2023-11-20T02:00:00Z,24.5814,-39.8312,NaN,NaN,1021.0,22,27.31,10.6,-0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301737,2023-11-20T02:00:00Z,26.7378,-56.694,NaN,NaN,1016.1,NaN,26.67,10.8,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301731,2023-11-20T02:00:00Z,25.6512,-40.848,NaN,NaN,1022.0,NaN,27.4,11.0,-0.5,NaN,NaN,5,NaN,NaN,NaN,NaN
5301666,2023-11-20T02:00:00Z,40.8796,-53.1552,NaN,NaN,NaN,NaN,21.35,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301796,2023-11-20T02:04:00Z,17.0928,-40.1982,NaN,NaN,1017.1,45,27.79,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203597,2023-11-20T02:00:00Z,32.3618,-67.0652,NaN,NaN,NaN,NaN,23.35,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102764,2023-11-20T02:00:00Z,2.6696,-81.2148,NaN,NaN,NaN,NaN,27.88,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203849,2023-11-20T02:00:00Z,26.0254,-44.7744,NaN,NaN,1021.6,NaN,27.46,10.2,-0.3,NaN,NaN,4,NaN,NaN,NaN,NaN
4101848,2023-11-20T02:00:00Z,36.9942,-73.487,NaN,NaN,1017.9,NaN,24.91,10.4,1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402660,2023-11-20T02:00:00Z,24.491,-54.785,NaN,NaN,1017.8,NaN,27.62,9.6,0.3,NaN,NaN,4,NaN,NaN,NaN,NaN
1301713,2023-11-20T02:00:00Z,16.032,-72.8762,NaN,NaN,1011.1,NaN,29.39,10.8,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301571,2023-11-20T02:00:00Z,29.6302,-61.407,NaN,NaN,NaN,NaN,24.89,9.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402744,2023-11-20T02:00:00Z,39.7088,-43.3964,NaN,NaN,1026.1,20,20.64,10.2,-1.5,NaN,NaN,4,NaN,NaN,NaN,NaN
4102559,2023-11-20T01:00:00Z,39.2444,-69.6948,NaN,NaN,1015.4,7,15.66,9.0,1.6,NaN,NaN,4,NaN,NaN,NaN,NaN
4102559,2023-11-20T02:00:00Z,39.2506,-69.6986,NaN,NaN,1016.1,7,15.54,9.0,1.7,NaN,NaN,5,NaN,NaN,NaN,NaN
1301718,2023-11-20T02:00:00Z,30.6146,-45.5634,NaN,NaN,1024.0,NaN,25.23,10.4,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301779,2023-11-20T02:00:00Z,23.8484,-51.1356,NaN,NaN,1018.8,37,27.57,11.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301792,2023-11-20T02:02:00Z,19.6314,-46.4142,NaN,NaN,1017.4,49,28.14,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301749,2023-11-20T02:00:00Z,1.8168,-78.7626,NaN,NaN,NaN,8,26.97,10.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301719,2023-11-20T02:00:00Z,26.3426,-55.4664,NaN,NaN,1017.6,NaN,26.81,10.8,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301774,2023-11-20T02:00:00Z,30.823,-60.6066,NaN,NaN,1009.5,37,23.71,11.6,-0.7,NaN,NaN,2,NaN,NaN,NaN,NaN
6402618,2023-11-20T02:00:00Z,24.0786,-49.8846,NaN,NaN,1019.2,NaN,27.66,11.0,-0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203861,2023-11-20T02:00:00Z,26.3984,-45.8004,NaN,NaN,1021.4,NaN,27.06,10.4,-0.5,NaN,NaN,5,NaN,NaN,NaN,NaN
5102827,2023-11-20T02:00:00Z,7.0086,-80.2686,NaN,NaN,1010.9,NaN,NaN,10.0,1.7,NaN,NaN,5,NaN,NaN,NaN,NaN
6203840,2023-11-20T02:00:00Z,26.2618,-50.7054,NaN,NaN,1019.4,NaN,26.82,10.8,-0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6801791,2023-11-20T02:00:00Z,32.3854,-40.4568,NaN,NaN,1027.2,7,24.61,10.4,-1.3,NaN,NaN,5,NaN,NaN,NaN,NaN
3101583,2023-11-20T01:00:00Z,5.4864,-36.8902,NaN,NaN,NaN,19,28.91,11.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101583,2023-11-20T02:00:00Z,5.4902,-36.875,NaN,NaN,NaN,19,28.87,11.6,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
1501724,2023-11-20T02:00:00Z,26.3078,-56.5328,NaN,NaN,NaN,NaN,26.52,9.2,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
3201769,2023-11-20T02:00:00Z,30.3358,-69.3386,NaN,NaN,NaN,15,24.26,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101885,2023-11-20T02:00:00Z,38.1044,-69.7184,NaN,NaN,NaN,19,NaN,10.8,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301723,2023-11-20T02:00:00Z,18.1762,-51.9446,NaN,NaN,1017.9,NaN,28.37,11.2,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5802077,2023-11-20T02:00:00Z,32.6411657,-61.6392008,NaN,NaN,1008.1,NaN,23.77,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1801783,2023-11-20T02:00:00Z,29.0345011,-80.8993035,NaN,NaN,1014.2,NaN,21.01,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804102,2023-11-20T02:00:00Z,18.4246412,-93.4040803,NaN,NaN,1010.8,NaN,25.2,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5802076,2023-11-20T02:00:00Z,21.6008244,-95.7666146,NaN,NaN,1008.9,NaN,27.03,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4804104,2023-11-20T02:00:00Z,24.416153,-89.1390419,NaN,NaN,1012.7,NaN,26.99,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301714,2023-11-20T03:00:00Z,23.6966,-57.4274,NaN,NaN,1016.1,NaN,27.84,11.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102669,2023-11-20T03:00:00Z,24.7712,-52.974,NaN,NaN,NaN,40,27.62,7.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5501572,2023-11-20T03:00:00Z,34.113,-43.1762,NaN,NaN,NaN,NaN,23.29,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402615,2023-11-20T03:00:00Z,25.5952,-61.412,NaN,NaN,1012.8,NaN,27.41,10.6,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102557,2023-11-20T03:00:00Z,15.6036,-68.7416,NaN,NaN,1011.7,26,29.32,10.6,0.5,NaN,NaN,5,NaN,NaN,NaN,NaN
4102547,2023-11-20T03:00:00Z,26.798,-66.7026,NaN,NaN,1009.3,12,25.99,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3101515,2023-11-20T03:00:00Z,31.4132,-52.3412,NaN,NaN,NaN,NaN,25.1,13.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101542,2023-11-20T03:00:00Z,32.6462,-44.7072,NaN,NaN,NaN,NaN,NaN,9.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301706,2023-11-20T03:00:00Z,20.469,-68.9632,NaN,NaN,1010.9,15,27.68,10.4,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101851,2023-11-20T03:00:00Z,30.3662,-57.1686,NaN,NaN,1013.5,NaN,25.0,10.8,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402670,2023-11-20T03:00:00Z,21.0454,-60.831,NaN,NaN,1014.1,NaN,28.33,10.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402618,2023-11-20T03:00:00Z,32.6496,-62.4204,NaN,NaN,1008.0,NaN,23.93,10.4,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101858,2023-11-20T03:00:00Z,35.0902,-52.503,NaN,NaN,NaN,17,NaN,10.4,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
4102552,2023-11-20T03:00:00Z,16.6026,-72.9702,NaN,NaN,1011.1,19,29.45,10.6,0.7,NaN,NaN,4,NaN,NaN,NaN,NaN
4101541,2023-11-20T03:00:00Z,29.3828,-53.0,NaN,NaN,NaN,NaN,25.09,7.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301700,2023-11-20T03:00:00Z,23.0076,-57.1762,NaN,NaN,1015.9,NaN,27.51,10.6,-0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402884,2023-11-20T03:04:00Z,27.2848,-69.9744,NaN,NaN,1010.2,24,25.79,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203730,2023-11-20T03:00:00Z,26.8036,-72.8868,NaN,NaN,1011.7,NaN,26.81,10.0,1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402878,2023-11-20T03:00:00Z,38.6012,-60.9904,NaN,NaN,1012.1,46,22.28,10.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402885,2023-11-20T03:00:00Z,32.4876,-49.0306,NaN,NaN,1021.2,56,23.38,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402672,2023-11-20T03:00:00Z,20.1632,-57.0576,NaN,NaN,1015.4,NaN,28.63,10.8,-0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203766,2023-11-20T03:00:00Z,27.118,-50.6524,NaN,NaN,NaN,NaN,26.45,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301697,2023-11-20T03:00:00Z,34.5384,-63.9144,NaN,NaN,NaN,NaN,22.85,9.4,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
4101884,2023-11-20T03:00:00Z,35.9046,-71.2686,NaN,NaN,NaN,22,22.33,10.8,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN
6203839,2023-11-20T03:00:00Z,33.8996,-52.8152,NaN,NaN,1015.0,NaN,23.75,10.4,-0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102561,2023-11-20T03:00:00Z,15.1684,-65.1268,NaN,NaN,1012.3,24,29.24,10.4,-0.2,NaN,NaN,5,NaN,NaN,NaN,NaN
4402674,2023-11-20T03:00:00Z,29.6596,-65.725,NaN,NaN,1008.2,NaN,26.04,10.8,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101523,2023-11-20T03:00:00Z,31.7792,-63.1824,NaN,NaN,NaN,2,NaN,12.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402616,2023-11-20T03:00:00Z,28.5026,-42.4058,NaN,NaN,1023.3,NaN,25.25,10.8,-1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402675,2023-11-20T03:00:00Z,26.0338,-45.7448,NaN,NaN,1020.6,NaN,27.35,10.8,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102667,2023-11-20T03:00:00Z,24.0152,-74.4402,NaN,NaN,NaN,14,28.03,7.8,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102668,2023-11-20T03:00:00Z,27.2402,-41.869,NaN,NaN,NaN,41,26.63,7.6,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402665,2023-11-20T03:00:00Z,27.5272,-71.092,NaN,NaN,1011.2,NaN,26.2,9.6,1.6,NaN,NaN,5,NaN,NaN,NaN,NaN
6203771,2023-11-20T03:00:00Z,26.4656,-41.0808,NaN,NaN,1022.0,NaN,25.93,10.6,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402882,2023-11-20T03:00:00Z,32.6682,-54.4756,NaN,NaN,1014.6,38,24.68,10.2,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501691,2023-11-20T03:00:00Z,29.4064,-69.3808,NaN,NaN,NaN,13,24.65,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4102665,2023-11-20T03:00:00Z,29.3812,-78.1222,NaN,NaN,NaN,24,26.11,7.8,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203772,2023-11-20T03:00:00Z,23.909,-68.4752,NaN,NaN,1010.3,NaN,27.11,10.6,1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6402617,2023-11-20T03:00:00Z,29.5718,-44.4782,NaN,NaN,1024.1,NaN,25.02,11.2,-1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203773,2023-11-20T03:00:00Z,34.4756,-60.715,NaN,NaN,1007.8,NaN,22.68,10.4,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301712,2023-11-20T03:00:00Z,23.7724,-62.194,NaN,NaN,1013.1,NaN,27.55,11.0,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301570,2023-11-20T03:00:00Z,25.792,-52.392,NaN,NaN,NaN,NaN,27.33,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301796,2023-11-20T03:01:00Z,17.0942,-40.1994,NaN,NaN,1016.6,47,27.75,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6203597,2023-11-20T03:00:00Z,32.357,-67.0786,NaN,NaN,NaN,NaN,23.36,9.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102764,2023-11-20T03:00:00Z,2.6648,-81.2192,NaN,NaN,NaN,NaN,27.88,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101848,2023-11-20T03:00:00Z,37.0386,-73.4552,NaN,NaN,1018.4,NaN,24.99,10.4,1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4402660,2023-11-20T03:00:00Z,24.4944,-54.7948,NaN,NaN,1017.8,NaN,27.58,9.6,-0.1,NaN,NaN,5,NaN,NaN,NaN,NaN
1301713,2023-11-20T03:00:00Z,16.019,-72.8778,NaN,NaN,1011.3,NaN,29.4,10.8,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301797,2023-11-20T03:00:00Z,17.9476,-43.9556,NaN,NaN,1016.9,45,27.86,10.4,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1301571,2023-11-20T03:00:00Z,29.6436,-61.4092,NaN,NaN,NaN,NaN,24.87,9.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102637,2023-11-20T01:00:00Z,6.269,-77.4542,NaN,NaN,1000.9,NaN,24.59,9.4,-6.7,NaN,NaN,5,NaN,NaN,NaN,NaN
5102637,2023-11-20T02:00:00Z,6.269,-77.454,NaN,NaN,999.3,NaN,24.39,9.4,-5.4,NaN,NaN,5,NaN,NaN,NaN,NaN
5102637,2023-11-20T03:00:00Z,6.269,-77.4542,NaN,NaN,1002.6,NaN,24.27,9.4,0.0,NaN,NaN,4,NaN,NaN,NaN,NaN
4102559,2023-11-20T03:00:00Z,39.2556,-69.7028,NaN,NaN,1016.4,7,15.39,9.0,1.5,NaN,NaN,5,NaN,NaN,NaN,NaN
1301749,2023-11-20T03:00:00Z,1.817,-78.7626,NaN,NaN,NaN,8,26.93,10.2,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN
6402618,2023-11-20T03:00:00Z,24.0722,-49.884,NaN,NaN,1018.9,NaN,27.66,11.0,-0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5102827,2023-11-20T03:00:00Z,7.0016,-80.2786,NaN,NaN,1011.1,NaN,NaN,10.0,1.1,NaN,NaN,5,NaN,NaN,NaN,NaN
6203840,2023-11-20T03:00:00Z,26.2646,-50.7064,NaN,NaN,1019.1,NaN,26.82,10.8,-0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1501724,2023-11-20T03:00:00Z,26.311,-56.5322,NaN,NaN,NaN,NaN,26.51,9.2,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
3201769,2023-11-20T03:00:00Z,30.3394,-69.345,NaN,NaN,NaN,15,24.26,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4101885,2023-11-20T03:00:00Z,38.1244,-69.6338,NaN,NaN,NaN,19,NaN,10.8,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN
1301735,2023-11-20T03:00:00Z,30.6952,-42.755,NaN,NaN,1024.3,NaN,25.01,10.4,-1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
