Station, Sample,  Excel, Decimal, Depth,   Salinity,    Temp, d13C-DIC,  DIC,   ALK
HAWI, 2008-10-11, 39732, 2008.7760,   6,       35.29,    26.3, 1.165, 1987.59, 2324.885
HAWI, 2008-12-01, 39783, 2008.9153,  24,      35.235,   24.87,   NaN, 1995.72,  2320.35
HAWI, 2008-12-01, 39783, 2008.9153,   7,      35.227,   24.87, 1.118, 1995.61, 2323.695
HAWI, 2009-01-20, 39833, 2009.0521,  25,      35.324,   23.45,   NaN, 2012.51,  2323.59
HAWI, 2009-01-20, 39833, 2009.0521,   5,      35.315,   23.43,  0.96, 2003.17, 2328.3425
HAWI, 2009-02-17, 39861, 2009.1288,   5,      35.314,   22.86, 0.969, 2007.51, 2326.055
HAWI, 2009-04-28, 39931, 2009.3205,  25,      35.237,    22.9,   NaN, 2012.84,  2318.81
HAWI, 2009-04-28, 39931, 2009.3205,   5,      35.225,   22.92, 0.999, 2013.07, 2319.485
HAWI, 2009-05-27, 39960, 2009.4000,   5,       35.37,   25.38, 0.926,  2012.7,  2327.94
HAWI, 2009-07-03, 39997, 2009.5014,   5,      35.076,   25.55, 1.068, 1997.88,  2313.32
HAWI, 2009-07-25, 40019, 2009.5616,   5,      35.159,   25.86, 1.029, 2001.65,  2319.16
HAWI, 2009-08-18, 40043, 2009.6274,   5,      35.201,   26.18,   1.1, 1998.09,  2320.63
HAWI, 2009-09-24, 40080, 2009.7288,   5,      35.464,   26.51,   NaN, 2007.79,  2336.24
HAWI, 2009-11-04, 40121, 2009.8411,   5,     35.2764,   26.13, 1.072, 1998.57,  2323.91
HAWI, 2009-12-10, 40157, 2009.9397,   5,    35.36675,   24.47, 1.022,  2011.1, 2330.005
HAWI, 2010-03-10, 40247, 2010.1863,   5,    35.27095,   23.34, 1.061, 2004.99,  2324.21
HAWI, 2010-04-07, 40275, 2010.2630,   5,     35.2636,   23.36,  1.06, 2009.09,   2325.6
HAWI, 2010-05-19, 40317, 2010.3781,   5,     35.2559,   24.39, 1.043, 2004.68,  2323.88
HAWI, 2010-06-09, 40338, 2010.4356,   5,    35.27515,   24.83, 1.113, 1997.58, 2325.505
HAWI, 2010-07-09, 40368, 2010.5178,   5,    35.39135,   25.78,  0.98,  2014.5,  2331.12
HAWI, 2010-08-08, 40398, 2010.6000,   5,     35.2282,   25.52, 1.044, 1993.75, 2319.555
HAWI, 2010-09-04, 40425, 2010.6740,   5,     35.1023,   25.67, 1.047, 1995.07, 2313.575
HAWI, 2010-10-04, 40455, 2010.7562,   5,     35.2181,   26.03, 1.039,  2000.4,  2321.37
HAWI, 2010-11-20, 40502, 2010.8849,   5,    35.11605,   25.05, 1.034, 1998.16,  2314.89
HAWI, 2011-01-28, 40571, 2011.0740,   5,      35.387,   23.63, 0.854, 2019.72,  2332.33
HAWI, 2011-02-28, 40602, 2011.1589,   5, 35.17656667,   24.41,  1.02, 1997.11,  2316.91
HAWI, 2011-04-11, 40644, 2011.2740,   5, 35.05817778,   24.02,  0.95, 1996.79,  2310.97
HAWI, 2011-05-09, 40672, 2011.3507,   5, 35.28123889,   24.31,   NaN, 2003.88,  2322.57
HAWI, 2011-07-19, 40743, 2011.5452,   5,      34.962,   25.34,  0.99, 1988.23,   2302.5
HAWI, 2011-08-30, 40785, 2011.6603,   5,      35.225,   26.07, 1.005, 1993.68,  2317.62
HAWI, 2011-09-26, 40812, 2011.7342,   5,      35.235,   26.33, 1.019,  1996.1,  2319.68
HAWI, 2011-11-04, 40851, 2011.8411,   5,      35.186,   25.71, 1.056, 1990.03,  2314.04
HAWI, 2011-11-28, 40875, 2011.9068,   5,      35.235,   24.78,   NaN, 1998.33,  2318.52
HAWI, 2011-12-19, 40896, 2011.9644,   5,       35.28,   24.02, 0.891, 2007.31,  2324.13
HAWI, 2012-01-18, 40926, 2012.0464,   5,      35.209,   23.64, 0.981,  2009.2,  2322.68
HAWI, 2012-03-25, 40993, 2012.2295,   5,      35.191,   22.92, 0.937, 2010.99,  2324.61
HAWI, 2012-05-03, 41032, 2012.3361,   5,       35.11,   23.47, 0.991, 2008.32,  2320.42
HAWI, 2012-05-31, 41060, 2012.4126,   5,      35.135,   24.26, 0.973, 2005.08,  2320.77
HAWI, 2012-06-27, 41087, 2012.4863,   5,      35.217,   24.35,  0.96, 2014.14,  2325.69
HAWI, 2012-07-31, 41121, 2012.5792,   5,      35.132,   25.06, 0.998, 2008.11,  2318.81
HAWI, 2012-08-17, 41138, 2012.6257,   5,      34.988,   25.31, 0.993, 1999.775,  2311.84
HAWI, 2012-09-14, 41166, 2012.7022,   5,      35.017,   25.32,   NaN, 2000.13,  2313.11
HAWI, 2012-10-07, 41189, 2012.7650,   5,       35.05,   25.65,  0.98, 2004.21,  2316.91
HAWI, 2013-02-13, 41318, 2013.1178,   5,         NaN, 23.1879,  0.95,     NaN,      NaN
HAWI, 2013-03-07, 41340, 2013.1781,   5, 35.37963333, 22.7483, 0.788, 2034.94, 2332.385
HAWI, 2013-04-06, 41370, 2013.2603,   5, 35.43365833, 22.8604, 0.834, 2034.27, 2334.895
HAWI, 2013-05-18, 41412, 2013.3753,   5,      34.878, 24.9488, 0.892, 2005.79,  2302.65
HAWI, 2013-06-26, 41451, 2013.4822,   5,    35.18735, 25.2464, 0.838, 2020.31,  2322.06
HAWI, 2013-09-11, 41528, 2013.6932,   5,     35.4961, 26.9498, 1.024, 2010.66, 2339.725
HAWI, 2013-10-28, 41575, 2013.8219,   5,     35.1642, 26.4793, 1.002, 2002.28,  2328.46
HAWI, 2013-11-27, 41605, 2013.9041,   5,     35.4426, 25.5839,  1.01, 2009.82,  2343.36
HAWI, 2014-01-15, 41654, 2014.0384,   5,         NaN,     NaN, 0.864, 2022.75,      NaN
HAWI, 2014-01-15, 41654, 2014.0384,   5,         NaN,     NaN,  0.86, 2025.59,      NaN
HAWI, 2014-02-13, 41683, 2014.1178,   5,     35.4317,    24.9, 0.809, 2025.15,  2336.23
HAWI, 2014-03-04, 41702, 2014.1699,   5, 35.17491667,    24.4, 1.008, 2003.55, 2322.085
HAWI, 2014-04-09, 41738, 2014.2685,   5,     35.3337,    24.4, 0.802, 2025.05, 2326.595
HAWI, 2014-04-09, 41738, 2014.2685,   5,         NaN,     NaN, 0.944,     NaN,      NaN
HAWI, 2014-05-30, 41789, 2014.4082,   5,     35.2116,      26, 0.959, 2004.22,  2320.63
HAWI, 2014-06-29, 41819, 2014.4904,   5,   35.247275,    26.6, 0.908, 2009.62, 2320.245
HAWI, 2014-09-13, 41895, 2014.6986,   5,     34.8999,    27.5, 0.914, 1989.23,  2298.55
HAWI, 2014-10-12, 41924, 2014.7781,   5, 34.96665833,      29, 1.068, 1981.06,  2310.98
HAWI, 2014-11-20, 41963, 2014.8849,   5,    35.36985,    26.4,  0.97, 2001.42, 2328.125
HAWI, 2014-11-20, 41963, 2014.8849,   5, 35.35844167,     NaN, 1.025, 1997.94,  2330.82
HAWI, 2014-12-17, 41990, 2014.9589,   5,     35.3582,     NaN, 0.919, 2014.04,  2330.42
HAWI, 2015-05-22, 42146, 2015.3863,   5,     35.1857,     NaN, 0.939, 2007.55,      NaN
HAWI, 2015-06-18, 42173, 2015.4603,   5,         NaN,     NaN, 0.935, 1995.55,  2313.38
HAWI, 2015-06-18, 42173, 2015.4603,   5,     35.0736,     NaN, 0.935, 1995.08,  2312.87
HAWI, 2015-08-12, 42228, 2015.6110,   5,     35.3225,     NaN, 0.927, 2004.41,  2324.28
HAWI, 2015-10-13, 42290, 2015.7808,   5,     35.2748,    25.9, 0.958, 1995.92,  2333.55
HAWI, 2015-11-13, 42321, 2015.8658,   5,     35.1966,    25.7, 0.952, 1996.34,     2315
HAWI, 2015-12-08, 42346, 2015.9342,   5,     35.0146,     NaN, 0.886, 1986.42,  2307.77
HAWI, 2016-02-09, 42409, 2016.1066,   5,     35.0318,     NaN, 0.823,  1998.7, 2309.375
HAWI, 2016-03-09, 42438, 2016.1858,   5,     35.0896,     NaN, 0.896, 1997.01, 2312.285
HAWI, 2016-04-14, 42474, 2016.2842,   5,     34.9048,     NaN, 0.857, 1985.86,  2299.36
HAWI, 2016-07-11, 42562, 2016.5246,   5,     34.8889,     NaN, 0.896, 1986.13, 2300.035
HAWI, 2016-08-09, 42591, 2016.6038,   5,     34.8994,     NaN, 0.818,  1987.6, 2296.475
HAWI, 2016-10-15, 42658, 2016.7869,   5,     34.9704,     NaN, 0.881, 1987.44,  2301.61
HAWI, 2016-11-26, 42700, 2016.9016,   5,     35.1393,     NaN, 0.882, 1996.93, 2312.765
